frame,elbow_angle,knee_angle,back_angle,feedback
109,128.31776047477632,8.261118474215138,177.4801862891616,Straighten your arm; Do not bend your knee too much
110,126.75258006984681,9.709315336773738,177.9990902354284,Straighten your arm; Do not bend your knee too much
111,125.26941615451636,11.037986497532215,177.9662342593989,Straighten your arm; Do not bend your knee too much
112,124.87822230025783,11.927087593047366,176.95461404645138,Straighten your arm; Do not bend your knee too much
113,126.80931106608368,15.580393549977014,175.7887029378763,Straighten your arm; Do not bend your knee too much
114,127.10979511515654,20.806377288117872,171.55572548008197,Straighten your arm; Do not bend your knee too much
115,126.07999331855189,20.25722427584572,171.01706424168043,Straighten your arm; Do not bend your knee too much
116,125.88834591513914,23.01825668031679,170.99421759773026,Straighten your arm; Do not bend your knee too much
117,122.49232186503575,20.978078153783112,173.0825023121681,Straighten your arm; Do not bend your knee too much
118,122.5456412048635,27.114671250370606,172.7256475645946,Straighten your arm; Do not bend your knee too much
119,129.01878483187087,24.88619667096606,175.7456438518028,Straighten your arm; Do not bend your knee too much
120,132.0454401437282,28.641750008717846,173.72197326661558,Straighten your arm; Do not bend your knee too much
121,124.32280493342766,22.67500265797294,176.1454350774122,Straighten your arm; Do not bend your knee too much
122,125.39719185696735,14.313873987209078,179.62170342246708,Straighten your arm; Do not bend your knee too much
123,124.09917084069905,13.644977517209876,179.8995292218852,Straighten your arm; Do not bend your knee too much
124,131.42743406426683,12.10983334712581,178.93141269922725,Straighten your arm; Do not bend your knee too much
125,137.11192309968578,10.364335254420238,178.67616953778514,Straighten your arm; Do not bend your knee too much
126,135.07592592517634,9.203853845588148,178.5880458606146,Straighten your arm; Do not bend your knee too much
127,154.5999291069344,11.697537547974553,178.42410747885307,Straighten your arm; Do not bend your knee too much
128,144.25900133037206,11.903405013630481,178.05727620018737,Straighten your arm; Do not bend your knee too much
129,150.43459165493505,11.537972932125745,177.7091315700625,Straighten your arm; Do not bend your knee too much
130,140.17267276916377,11.170542690249555,177.1620939194147,Straighten your arm; Do not bend your knee too much
131,140.63789813406058,11.030512518200762,176.27279434836456,Straighten your arm; Do not bend your knee too much
132,136.19545392984915,11.147434794049765,174.92866491420787,Straighten your arm; Do not bend your knee too much
133,140.64830428880373,9.749277511832727,174.2808818312141,Straighten your arm; Do not bend your knee too much
134,141.37631889365525,9.838898723553305,173.64028446843506,Straighten your arm; Do not bend your knee too much
135,144.09934670216586,10.247284514311582,173.16412418225266,Straighten your arm; Do not bend your knee too much
136,144.232616171542,10.199623608794266,173.19954327207788,Straighten your arm; Do not bend your knee too much
137,137.5797458240661,10.895263640906533,174.01054468868435,Straighten your arm; Do not bend your knee too much
138,135.64679109331706,10.817960868348576,175.2866502562937,Straighten your arm; Do not bend your knee too much
139,138.0692586232196,15.991972659903478,175.87760520474495,Straighten your arm; Do not bend your knee too much
140,156.12813953931277,17.94761965072307,176.79547598137282,Straighten your arm; Do not bend your knee too much
141,150.4912814903014,18.856950114824798,177.52381071533267,Straighten your arm; Do not bend your knee too much
142,152.5559035302636,21.337116730358858,177.95942459700768,Straighten your arm; Do not bend your knee too much
143,155.35713724044336,22.947038894925747,178.20075914383577,Straighten your arm; Do not bend your knee too much
144,168.7704980332325,24.36133050918991,178.74025511299325,Do not bend your knee too much
145,179.59830113205268,22.718400011499543,178.5154192474706,Do not bend your knee too much
146,177.64996650519063,21.561092153260887,179.3018939002224,Do not bend your knee too much
147,175.30475232169846,22.803224061203363,179.70578857966572,Do not bend your knee too much
148,169.67109583743903,12.180111510730182,178.55650857569634,Do not bend your knee too much
149,158.99779106033725,9.572278675136765,178.30418493764807,Straighten your arm; Do not bend your knee too much
150,151.8103479712051,5.232467960828365,176.02345767734053,Straighten your arm; Do not bend your knee too much
151,146.76337144384166,3.221769269658518,174.60790046123523,Straighten your arm; Do not bend your knee too much
152,140.8817902938095,1.0168813348589478,174.45785860632836,Straighten your arm; Do not bend your knee too much
153,143.3144042529447,1.2072368296477511,174.66620881155828,Straighten your arm; Do not bend your knee too much
154,129.1239916018855,2.014983463104058,175.1563612418755,Straighten your arm; Do not bend your knee too much
155,120.39357849745817,3.503004648295852,173.9084178297347,Straighten your arm; Do not bend your knee too much
156,111.39912248673099,6.392206056160923,175.1704320618606,Straighten your arm; Do not bend your knee too much
157,120.41054783085004,86.45154739255351,175.89043499285327,Straighten your arm; Do not bend your knee too much
158,121.68785263218732,32.406612743324686,177.42567639084385,Straighten your arm; Do not bend your knee too much
159,118.5023306331046,33.403235850409416,178.2242653557903,Straighten your arm; Do not bend your knee too much
160,129.21342323876618,32.92332581802988,179.33650134206349,Straighten your arm; Do not bend your knee too much
161,112.88926763809403,88.05815984154728,179.51140077390767,Straighten your arm; Do not bend your knee too much
162,95.69049476496976,115.89329955090763,178.23114047023873,Straighten your arm; Do not bend your knee too much
163,93.490307432861,36.72454223804223,174.9812143912069,Straighten your arm; Do not bend your knee too much
164,84.5522878156782,15.859163958938176,174.3982473452891,Straighten your arm; Do not bend your knee too much
165,83.85931958820488,21.00677102303108,173.67660740119157,Straighten your arm; Do not bend your knee too much
166,93.4027166250814,96.01658546788723,172.00019803141754,Straighten your arm; Do not bend your knee too much
167,87.71754396201102,65.14074165933731,172.07032086263322,Straighten your arm; Do not bend your knee too much
168,98.24488453186234,27.71539797029866,172.82450025221158,Straighten your arm; Do not bend your knee too much
169,103.98079933186439,9.149830504226093,174.19581598253646,Straighten your arm; Do not bend your knee too much
170,120.9941279144751,3.649614011044292,172.6493628310656,Straighten your arm; Do not bend your knee too much
171,119.88018177110567,1.2049506986748595,172.12574509806973,Straighten your arm; Do not bend your knee too much
172,116.59586522877723,2.474207043693928,173.50633009496207,Straighten your arm; Do not bend your knee too much
173,119.90745856432108,7.716112949813529,175.95580412346928,Straighten your arm; Do not bend your knee too much
174,130.23442540035893,12.018251448077494,177.17152308519377,Straighten your arm; Do not bend your knee too much
175,137.61445220210445,11.362245314214372,174.47742929119272,Straighten your arm; Do not bend your knee too much
176,143.27702749648404,15.968065334736266,173.74732730284902,Straighten your arm; Do not bend your knee too much
177,155.05134478268437,14.946241663183308,173.63837437680365,Straighten your arm; Do not bend your knee too much
178,167.45315661205245,13.32520112900357,173.69825909532892,Do not bend your knee too much
179,178.0890738181704,7.36320534254988,173.17187319897155,Do not bend your knee too much
180,173.24773485332094,6.115653226638006,173.1657552371455,Do not bend your knee too much
181,170.3637611502531,2.7520538179037963,173.78760051388727,Do not bend your knee too much
182,163.60263273584275,5.944649162733678,179.15003857394055,Do not bend your knee too much
183,157.87017787981287,6.3144012765266915,179.8256726917101,Straighten your arm; Do not bend your knee too much
184,152.03497021428896,1.1957352644287274,179.63736277830725,Straighten your arm; Do not bend your knee too much
185,145.16844854062555,7.295594034985889,175.20245620027606,Straighten your arm; Do not bend your knee too much
186,147.24119832644203,8.60603636460469,174.68169932082728,Straighten your arm; Do not bend your knee too much
187,145.69284720773243,7.814146570517043,176.39717736437333,Straighten your arm; Do not bend your knee too much
188,145.10216127594165,1.8883045375271301,177.00890440357037,Straighten your arm; Do not bend your knee too much
189,144.65006279818132,1.4860675561438643,178.2328488907474,Straighten your arm; Do not bend your knee too much
190,140.84973089683797,1.358460292010171,178.68381244630638,Straighten your arm; Do not bend your knee too much
191,133.04007028814078,1.9273052624171374,179.2275131429711,Straighten your arm; Do not bend your knee too much
192,127.48495521791722,1.6276926410746613,179.58422158292183,Straighten your arm; Do not bend your knee too much
193,126.32869945300641,0.8448934225434153,179.72232920125467,Straighten your arm; Do not bend your knee too much
194,124.49364985463468,0.43085837191700227,179.97827079539425,Straighten your arm; Do not bend your knee too much
195,120.75797907078622,2.190518839332001,179.30534341470803,Straighten your arm; Do not bend your knee too much
196,118.82372265328786,5.8855375660414335,178.89791113432884,Straighten your arm; Do not bend your knee too much
197,117.47084159941492,7.518620542642895,177.6640633358965,Straighten your arm; Do not bend your knee too much
198,115.74566083842143,11.576841990984411,176.28019444754787,Straighten your arm; Do not bend your knee too much
199,116.38266961345262,12.087974731180928,175.39266548440568,Straighten your arm; Do not bend your knee too much
200,117.33475981645776,15.240612933968666,175.23278671507816,Straighten your arm; Do not bend your knee too much
201,122.82538325538796,22.22300595910061,174.87629065424247,Straighten your arm; Do not bend your knee too much
202,122.8123333365828,24.013323755801935,174.4176829243298,Straighten your arm; Do not bend your knee too much
203,123.88207062067414,20.966161573852578,174.30521712542216,Straighten your arm; Do not bend your knee too much
204,123.720716431676,20.902728760541095,174.52401139214248,Straighten your arm; Do not bend your knee too much
205,123.8510775946838,23.21518335086089,174.57663892195959,Straighten your arm; Do not bend your knee too much
206,122.7011644133183,23.50100524059465,174.87264148756097,Straighten your arm; Do not bend your knee too much
207,123.71724510076146,18.18529130203178,174.63529689721383,Straighten your arm; Do not bend your knee too much
208,120.73325883966497,16.74276548850192,174.2164704160115,Straighten your arm; Do not bend your knee too much
209,118.94420180152937,13.922996528089373,173.51114379219115,Straighten your arm; Do not bend your knee too much
210,116.80522760750029,13.450458726389188,173.7453623518067,Straighten your arm; Do not bend your knee too much
211,119.36814236467653,13.288265971595207,173.78907424304558,Straighten your arm; Do not bend your knee too much
212,134.46539045536326,14.171030549987439,175.8615619779468,Straighten your arm; Do not bend your knee too much
213,128.51196906166962,14.260679521317885,176.8642320620471,Straighten your arm; Do not bend your knee too much
214,126.49596088076969,14.46736415890679,177.8297204901122,Straighten your arm; Do not bend your knee too much
215,131.66397796743206,14.435536831740817,177.79335107912388,Straighten your arm; Do not bend your knee too much
216,115.57196030690622,15.206168102360047,177.32537115469447,Straighten your arm; Do not bend your knee too much
217,129.61068468667733,15.465146437836074,176.60942399661812,Straighten your arm; Do not bend your knee too much
218,123.06020004500024,16.237026872299605,176.155409551378,Straighten your arm; Do not bend your knee too much
219,131.48319976128133,18.029551927641172,175.6944348947406,Straighten your arm; Do not bend your knee too much
220,127.47216501123854,18.07376986202029,175.43320767475066,Straighten your arm; Do not bend your knee too much
221,127.76440957193823,17.41006391066321,175.26989563684887,Straighten your arm; Do not bend your knee too much
223,139.81644366536477,10.46366229549966,175.3527179591737,Straighten your arm; Do not bend your knee too much
224,142.36988890487382,12.64471959879565,175.4783986857095,Straighten your arm; Do not bend your knee too much
225,144.22774302851798,13.571290452647414,175.41515742887682,Straighten your arm; Do not bend your knee too much
226,147.11436289648412,14.758449144117138,175.65935171587597,Straighten your arm; Do not bend your knee too much
227,147.9567120530304,16.931510621509922,176.1426848747309,Straighten your arm; Do not bend your knee too much
228,146.93641238037367,17.32728235324799,178.06265652084215,Straighten your arm; Do not bend your knee too much
229,155.90970986094086,16.888318655018626,178.66709760438843,Straighten your arm; Do not bend your knee too much
230,141.88819304226985,17.655130245579194,178.9490502856679,Straighten your arm; Do not bend your knee too much
231,141.925382818798,17.447446940022427,179.04708471585786,Straighten your arm; Do not bend your knee too much
232,151.90309207412977,17.472804578666363,179.94540559344,Straighten your arm; Do not bend your knee too much
233,158.15309496617826,20.78717163834302,179.90261080398034,Straighten your arm; Do not bend your knee too much
234,166.83305106670898,22.840729520693305,179.1452698474551,Do not bend your knee too much
235,179.24210737780373,16.658592326963987,178.05491426877268,Do not bend your knee too much
236,176.6378707178793,10.8136695697858,177.49202551393716,Do not bend your knee too much
237,171.22433458498418,13.209110279710258,178.5412319833508,Do not bend your knee too much
238,166.35358523150572,10.094436964896136,177.6070471130888,Do not bend your knee too much
239,174.72313179932974,9.10966476894473,177.29933213603582,Do not bend your knee too much
240,163.45064698598077,8.346889224459215,178.71628357378313,Do not bend your knee too much
241,156.85988157655703,6.652562035387761,179.26223145542582,Straighten your arm; Do not bend your knee too much
242,153.23894772149026,6.975565803040634,177.29806147988327,Straighten your arm; Do not bend your knee too much
243,154.98818216189812,35.09054036446477,177.3994981885758,Straighten your arm; Do not bend your knee too much
244,148.5329787799982,32.31116691261387,176.56512280841667,Straighten your arm; Do not bend your knee too much
245,135.58565931811793,1.9579448154080465,179.15232966422138,Straighten your arm; Do not bend your knee too much
246,130.52949818164228,13.123284683334695,178.29226264167852,Straighten your arm; Do not bend your knee too much
247,129.76185590721155,12.802618662962399,176.11272285448996,Straighten your arm; Do not bend your knee too much
248,135.4209158387999,36.28188824086692,151.39369218125003,Straighten your arm; Do not bend your knee too much; Keep your back straight
249,129.7476154416733,27.836013492568952,157.1867886539809,Straighten your arm; Do not bend your knee too much; Keep your back straight
250,126.37214744182761,16.62762771929878,154.58881217678686,Straighten your arm; Do not bend your knee too much; Keep your back straight
251,131.6570561401862,5.019517426983702,165.96094912197302,Straighten your arm; Do not bend your knee too much
252,133.78246180845443,25.33444183119574,171.84260632292526,Straighten your arm; Do not bend your knee too much
253,127.38558975497656,31.987438221248294,176.87054624428436,Straighten your arm; Do not bend your knee too much
254,117.24722173028275,45.300480974719974,177.76982081357872,Straighten your arm; Do not bend your knee too much
255,109.21450959901594,47.00447600963916,178.91237935206476,Straighten your arm; Do not bend your knee too much
256,106.69805188380364,52.5609618509177,178.94265803242013,Straighten your arm; Do not bend your knee too much
257,90.52318362560725,26.259348812983784,176.51652104081825,Straighten your arm; Do not bend your knee too much
258,99.85568067275106,24.397731725642622,175.37563729374668,Straighten your arm; Do not bend your knee too much
259,94.71586457198508,19.189659332227922,175.55256386252495,Straighten your arm; Do not bend your knee too much
260,97.8687977858824,20.803908680723275,174.71450983681265,Straighten your arm; Do not bend your knee too much
261,108.11024239888494,14.788836841645939,175.2526818910283,Straighten your arm; Do not bend your knee too much
262,97.002827249281,15.908486852061369,175.58028939980795,Straighten your arm; Do not bend your knee too much
263,96.53367513852787,16.10754760479071,175.16371197513448,Straighten your arm; Do not bend your knee too much
264,97.09228701932929,18.66123757736104,173.16956678314244,Straighten your arm; Do not bend your knee too much
265,103.34491958553939,18.059625413434382,172.91400206393993,Straighten your arm; Do not bend your knee too much
266,118.15893333875282,17.4279730959542,173.0604020628921,Straighten your arm; Do not bend your knee too much
267,115.54841850234855,18.649657718461572,173.08373648889574,Straighten your arm; Do not bend your knee too much
268,126.81629323818761,17.851170845440777,172.35968461806428,Straighten your arm; Do not bend your knee too much
269,133.30312890274516,17.23261255147999,172.69665286700376,Straighten your arm; Do not bend your knee too much
270,145.41767185057773,17.04136014248859,172.38039430418686,Straighten your arm; Do not bend your knee too much
271,164.61762875731546,17.506426622316212,171.74233036330816,Do not bend your knee too much
272,171.38667412619859,16.60816048093325,172.16866215684195,Do not bend your knee too much
273,175.66798018413357,15.595335775817565,173.4426740758195,Do not bend your knee too much
274,175.56256193109994,9.659004493459108,175.50019763520052,Do not bend your knee too much
275,170.18716118629374,8.933251301801137,176.65230397376823,Do not bend your knee too much
276,164.4867126845686,6.222893404215027,177.0351942533343,Do not bend your knee too much
277,160.31135596154454,2.49550513915573,176.4820498544906,Do not bend your knee too much
278,153.29058588648346,0.8465310377727674,176.01437134772695,Straighten your arm; Do not bend your knee too much
279,151.26956370024024,3.2774957650944487,176.04199011343195,Straighten your arm; Do not bend your knee too much
280,150.96500644817667,3.1123048898401655,176.3800879843179,Straighten your arm; Do not bend your knee too much
281,150.52531588868885,2.3444815271871486,176.75819162851062,Straighten your arm; Do not bend your knee too much
282,150.22625498017393,1.7581216286608976,177.28263015136318,Straighten your arm; Do not bend your knee too much
283,149.47349523163828,4.309753391937149,178.1551522871871,Straighten your arm; Do not bend your knee too much
284,145.22629525776324,4.165755922818854,178.60321246852982,Straighten your arm; Do not bend your knee too much
285,142.8708982348006,3.529116235452376,179.69385185371644,Straighten your arm; Do not bend your knee too much
286,141.56753798888562,3.412078913204064,179.55080463102203,Straighten your arm; Do not bend your knee too much
287,136.4499534923177,3.403931973029167,179.40826254562293,Straighten your arm; Do not bend your knee too much
288,133.48869247007883,2.682952112047518,179.31272416485595,Straighten your arm; Do not bend your knee too much
289,131.94155593951837,1.1718897385736131,179.60603564112222,Straighten your arm; Do not bend your knee too much
290,130.4887106712027,5.490246186741455,179.8234832199185,Straighten your arm; Do not bend your knee too much
291,130.75230925494498,7.924662221999892,179.0813692862241,Straighten your arm; Do not bend your knee too much
292,127.22074251495165,10.025910076835153,177.70990859184084,Straighten your arm; Do not bend your knee too much
293,123.27830655906821,10.025062816621892,176.26910432525176,Straighten your arm; Do not bend your knee too much
294,124.21679528697642,11.191586896345484,175.48355897950572,Straighten your arm; Do not bend your knee too much
295,121.29984901334579,12.201007730556869,174.54276464544924,Straighten your arm; Do not bend your knee too much
296,124.15386109119125,13.155091606930368,173.5489478233037,Straighten your arm; Do not bend your knee too much
297,124.35078755514348,14.437616077047581,172.79731717437775,Straighten your arm; Do not bend your knee too much
298,124.86126738290054,15.250859500623262,172.4077046897073,Straighten your arm; Do not bend your knee too much
299,125.20397085417358,15.296381661954742,171.99593504302496,Straighten your arm; Do not bend your knee too much
300,124.69405677430804,17.444935199976676,172.82920134961654,Straighten your arm; Do not bend your knee too much
301,126.75337628396744,18.57401916809539,172.09340685253963,Straighten your arm; Do not bend your knee too much
302,124.07156206249954,18.78484658791774,172.42099153361687,Straighten your arm; Do not bend your knee too much
303,130.66368643836375,12.099077363810345,172.68645353512068,Straighten your arm; Do not bend your knee too much
304,129.90300520437296,11.367618023307276,172.10247505473808,Straighten your arm; Do not bend your knee too much
305,122.93678004698226,12.416207362889304,172.02935002073193,Straighten your arm; Do not bend your knee too much
306,120.2855228555371,13.631807724808656,173.27102458185269,Straighten your arm; Do not bend your knee too much
307,125.77292092279413,15.266154334317575,173.9623007930936,Straighten your arm; Do not bend your knee too much
308,158.2954705713552,15.10624202545796,174.3771807797848,Straighten your arm; Do not bend your knee too much
309,140.10292277407376,13.322464990103523,174.37090496839625,Straighten your arm; Do not bend your knee too much
310,125.96574393229054,13.082453802880913,174.24151149488847,Straighten your arm; Do not bend your knee too much
311,133.05420946022673,15.565419806374935,173.69302978384385,Straighten your arm; Do not bend your knee too much
312,134.2193280818896,16.866276156480325,173.17496928129302,Straighten your arm; Do not bend your knee too much
313,133.74846191313796,18.68468068540815,173.0234744482912,Straighten your arm; Do not bend your knee too much
